"ID","Text","Author"
"7933","geležis laužyti krūva kadaise čia stovėti lėktuvas angaras subombarduoti vaikas žaidimas vieta","Škėma"
"7934","brezentinių batas žlegsėjimas purvas metas dažnas lyti","Škėma"
"7935","nenusibostančios kalba ateitis kronikininkas tesurastų vienas pažymėtiną sakinys gyventi lietuvoje du šimtas žmogus","Škėma"
"7936","84 vyras 82 moteris 36 vaikyti","Škėma"
"7937","senis neberašiau eilėraštis","Škėma"
"7938","tiesa tebesidomėjau naujas knyga žurnalas","Škėma"
"7939","rašyti lietuviškąjį vokiškąjį teatras paveikslas paroda koncertas knyga","Škėma"
"7940","šitaip sukrapštydavau markė būti reikalingas alkoholis","Škėma"
"7941","patirtis ištobulėjo pragaras kančia dabar atrodyti gulivero nuotykis milžinas kraštas","Škėma"
"7942","apvaizda paskirti lavonas stebėtojas","Škėma"
"7943","prisižiūrėti įvairus padėtyse","Škėma"
"7944","rytprūsiuose matyti negyvas moteris gulėti kriaušė medis aplipusio rausvas žiedas","Škėma"
"7945","veimaro miestas žiūrėti traukiamas rūsys suvirintos bombardavimas karštas vanduo uniformuotos mergaitė","Škėma"
"7946","galvoti išsipūtęs veidas spalva būti ponis piktnaudoja kvarcas lempa","Škėma"
"7947","čekoslovakijos pasienis atsarginiuose bėgiuose užtikome prekinis vagonas sklisti smarvė","Škėma"
"7948","atidarėme surasti trisdešimt apipuvusių vaikas trys septyneri metas amžius","Škėma"
"7949","nepaaiškėjo užmirti atsarginiuose bėgiuose","Škėma"
"7950","vyriškas lytėtis suaugęs lavonas būti neefektingi būti patyręs duobkasys","Škėma"
"7951","būti privilegijuotas gyventi kambarėlis poetas vaidilioniu","Škėma"
"7952","neapkenčiau asketiškas veidas gilus įsėdusių akis kresno kūnas stambių ranka šimtas protėvis rausė nederlingą žemė pirštas sąnaris būti sulinkę priešmirtinėje agonija specialus šukuosena šiurkštus juodžius plaukyti tyčia kristi plačia kaktas geltonas koja nagas piaustydavo virtuviniu peilis šventvagiškumo prisėsdavo stalas rašyti eilėraštis sustingęs linkterėjęs kunigas pakylėjimą","Škėma"
"7953","sekti vaidilionio populiarumas","Škėma"
"7954","lietuviškieji laikraštis žurnalas talpindavo eilėraštis pirmas puslapis dažnas žvelgė skaitytojas rūstus veidas prasmingas sučiauptomis lūpomis","Škėma"
"7955","vaidilionį deklamuodavo aktorius mėgėjas vaikyti cituodavo kunigas stovykla pareigūnas recenzentas","Škėma"
"7956","vaidilionis eiliavo sklandus","Škėma"
"7957","aplaistyti tamsus žalia viltį rausvas izopu","Škėma"
"7958","neužrašinėjo smėlis tylus melodija nedegino lėtas ugnis nesiblaškė šviesus vaikystė vaiduoklis neieškojo pilė skaidrus langas žibinti vežėčių auksinis","Škėma"
"7959","vaidilionis raminti kelti nuotaika","Škėma"
"7960","suspaustose strofose prašliauždavo karoti baisumai tuoj šaukiąs galingas balsas kartas2 dievas kartas2 šventas poetas išsvaidydavo molėtoje žemė marmurinius pjedestalus sustatydavo","Škėma"
"7961","siauras kelnės pilkas veidas ranka rankon praeitis kunigaikštis romantiškas užguitos tarnaitė svajonė","Škėma"
"7962","aukštas pjedestalas stovėti vaidilionis","Škėma"
"7963","vaidila uola","Škėma"
"7964","aplinkui vaidilionis meistriškas sudėstydavo rūpestingas surankiotą rekvizitą","Škėma"
"7965","cinkveisinį nemuną nulakuotas kaimas svirtis talismanišką tėvas pypkė sudžiovintą maldaknygėje ramunėlę žvaigždė prielankių angelas sparnas patriotiškas kaukiantį šuo","Škėma"
"7966","paskutinis posmuose išdygdavo kunigaikštis šaukią skaistus ateitis","Škėma"
"7967","natūralus įpėdinis karžygiškus legendariniai vikingai","Škėma"
"7968","besidraskančius dovanotas skuduro laukiančius išvežimas užjūrius vaizduotė besimėgaujančius sofa stangriomis spyruoklėmis nikotine išmirkusiomis cigaretė","Škėma"
"7969","kremas kailinis šviežias mėsa","Škėma"
"7970","pirma pasimatymas vaidilioniu būti fatališkas","Škėma"
"7971","įeiti kambarėlis numesti grindys liesas kuprinis vaidilionis sėdėti sudedamas lova rašyti","Škėma"
"7972","sveikas estete garšva taryti atidėti taisyklingas išrašytas lakštas","Škėma"
"7973","būti pažįstamas lietuvoje","Škėma"
"7974","sveikas numirėli vaidilioni atsakyti","Škėma"
"7975","žvilgterėjo batas nuvalkiotus galutinis begėdiškumo","Škėma"
"7976","atsisėsti taburetėje","Škėma"
"7977","batas pusė numeris mažesnis","Škėma"
"7978","todėl koja dvokti","Škėma"
"7979","atidaryk langas kambarys prasmirs taryti","Škėma"
"7980","vaidilionis tylėdamas žiūrėti batas pajusti gėda susierzinimas mišinys","Škėma"
"7981","paslėpk eilėraštis","Škėma"
"7982","laikinas","Škėma"
"7983","pravėdinsiu išplausiu koja pasakyti susikaupęs virvutėmis vaizduojančiomis raištis","Škėma"
"7984","užjausti brėždamas priebalses taryti vaidilionis","Škėma"
"7985","vaidilionis tęsti nenugirdęs","Škėma"
"7986","eilė metas aštrus susikirtome","Škėma"
"7987","motyvavai nuomonė paradoksais laimėti","Škėma"
"7988","nekotiravai moralė idealizmas geras dievas","Škėma"
"7989","garbinai literatūra","Škėma"
"7990","išrūgos šiandien išdrįstu patikslintas","Škėma"
"7991","prisimisti liga","Škėma"
"7992","parašyti eilėraštis tremtis","Škėma"
"7993","pabėgęs vienas taryti","Škėma"
"7994","atrišau virveles numoviau batas","Škėma"
"7995","nykus žiūrėti purvinas pirštas smalsus kyšančius kojinis liekana","Škėma"
"7996","prirašei straipsnis recenzija","Škėma"
"7997","daug","Škėma"
"7998","prausykla koridorius galas taryti vaidilionis","Škėma"
"7999","grįžti užkąsime","Škėma"
"8000","ilgus prausiausi","Škėma"
"8001","neapkęsdamas gausus vanduo čiurkšlių","Škėma"
"8002","glamonėjo oda žmogžudystė įgrisusios moteris palietimai lytiškai būti reikalingas","Škėma"
"8003","grįžti vaidilionis būti sudėstęs taburetė konservai duona butelis burokinės","Škėma"
"8004","basteisi","Škėma"
"8005","karoti gyventi privatus","Škėma"
"8006","sakyti redaktorius","Škėma"
"8007","sektis","Škėma"
"8008","trys mėnuo kasiau apkasas rytprūsiuose","Škėma"
"8009","velti čekoslovakijos","Škėma"
"8010","pabėgti","Škėma"
"8011","tepergyvenau vienintelį bombardavimas veimare","Škėma"
"8012","apsigyventi kaimas","Škėma"
"8013","ten globoti vokietė","Škėma"
"8014","miegoti","Škėma"
"8015","apmėžiau daržas šeima mėšlas","Škėma"
"8016","išvaryti","Škėma"
"8017","ką","Škėma"
"8018","daug gerti","Škėma"
"8019","bandyti ameriką","Škėma"
"8020","bandyti","Škėma"
"8021","vaidilionis sekti drebančias ranka lūpas gerti stiklinė burokinę","Škėma"
"8022","ranka virpa","Škėma"
"8023","nebūti miręs","Škėma"
"8024","pavyzdys","Škėma"
"8025","paaiškinti taryti ramus","Škėma"
"8026","vienoje stovykla susiburti jaunuolis pasakyti godus rydamas jautiena konservai","Škėma"
"8027","rašyti eilėraštis","Škėma"
"8028","skaityti eliotą pound","Škėma"
"8029","susipažinęs heideggeriu jaspersu sartre","Škėma"
"8030","mylėti naujas tapyba","Škėma"
"8031","negabūs vakarietis epigonai įterpti vaidilionis","Škėma"
"8032","tikėti poezija","Škėma"
"8033","eilėraštis surasti meilė kraštas","Škėma"
"8034","vaikystė meilė","Škėma"
"8035","sudužęs žaislas meilė","Škėma"
"8036","klausimas","Škėma"
"8037","noras išsilaikytas","Škėma"
"8038","stovykla gyventi kolega","Škėma"
"8039","eiliuoja klasiškai","Škėma"
"8040","senelis homeras patenkintas trinti delnas hade","Škėma"
"8041","senukės moiros pagarbus stebėti","Škėma"
"8042","moiroms neįdomus","Škėma"
"8043","konkretizuok","Škėma"
"8044","likimas nuverptas","Škėma"
"8045","išrėki didus žodis praeitis šviesus žodis ateitis","Škėma"
"8046","būti moralas apsimeti","Škėma"
"8047","todėl meluoti","Škėma"
"8048","alkoholis veikus šaltas tylus taryti vaidilionis išgerti gurkšnis burokinės","Škėma"
"8049","valgyti pridurti","Škėma"
"8050","atsikelti susikišo ranka kišenesjis stovėti žiūrėti saga švarke","Škėma"
"8051","fanatikas irjų pasekėja įtempia raumuo siela pagalvoti","Škėma"
"8052","būnti","Škėma"
"8053","paklausyti","Škėma"
"8054","laukti taryti šveisdamas konservai likutis","Škėma"
"8055","žinti išgyvenimas","Škėma"
"8056","kartoti","Škėma"
"8057","užjausti","Škėma"
"8058","rezultatas liūdnas","Škėma"
"8059","nebegali rašytas","Škėma"
"8060","bejėgis piktas pavydas","Škėma"
"8061","būti sąžiningas","Škėma"
"8062","nerašai negalėti","Škėma"
"8063","gerbti","Škėma"
"8064","stengtis paskutinis nedrebėtų ranka","Škėma"
"8065","gabalėlis duona uždėti mėsa lėtas kelti burnoti lėtas gerti tuščias stiklinė laikyti veidas","Škėma"
"8066","galėti peržvelgtas naujas eilėraštis","Škėma"
"8067","galėti","Škėma"
"8068","skaityti norėti niekink","Škėma"
"8069","įsidėmėti","Škėma"
"8070","spausdinti skaityti deklamuoja","Škėma"
"8071","sakyti","Škėma"
"8072","palaikyti viltį gyventas","Škėma"
"8073","visos tauta viltį","Škėma"
"8074","vaidilionis paduoti prirašytus lakštas","Škėma"
"8075","skaičius kraujas tvaksėjo smilkinys","Škėma"
"8076","vaidilionis tebestovėjo susikišęs ranka kišenė","Škėma"
"8077","baigiau padėti lakštas žalia antklodė","Škėma"
"8078","tipinga impotencija","Škėma"
"8079","keturi eilėraštis trys kartas2 įspaustas žodis lietuva","Škėma"
"8080","eilėraštis idėja rasinis lietuvė kilnumas","Škėma"
"8081","technika švarus","Škėma"
"8082","galėti reklamuotas batas tepalas","Škėma"
"8083","vaizdas nevargina","Škėma"
"8084","savaimė suprantamas miškas tyresnis oras","Škėma"
"8085","įkvėpė vytautą didis žalia pieva","Škėma"
"8086","žalia kelnės","Škėma"
"8087","diagnozė teisingas tylus taryti vaidilionis linguodamas galva","Škėma"
"8088","linguok linguok galva populiarus poetas","Škėma"
"8089","užmirš","Škėma"
"8090","užmirti ramus taryti vaidilionis","Škėma"
"8091","nutilau","Škėma"
"8092","tylėti keturi mėnuo","Škėma"
"8093","gilus ruduo lietus žliaugė paliova stovykla numirti senutis","Škėma"
"8094","pirma išrašytas barakiniame gyvenimas","Škėma"
"8095","senutė neturėjo ypatingas žymė","Škėma"
"8096","uolus lankyti pamaldos džiaugtis dalinamu maistas miršti širdis smūgis skundėsi koja reumatas","Škėma"
"8097","būti nutartas iškilmingas palaidotas pirma auka","Škėma"
"8098","keistas sutapimas stovykla gyventi būti dūda orkestras grojikas","Škėma"
"8099","sukomplektavo orkestras unros direktorius uolus išgeriąs ohio mėsininkas padovanoti dūda nusavinti vokietė","Škėma"
"8100","dūdinis veteranas susirasti jaunuolis skubus išmokyti grotas maršas du broliukas kunigas lietuviškų melodija potpourri lietuvoje sudėlioti žydas","Škėma"
"8101","senutė laidotuvės tapyti surepetuotas chopino marche funébre desertas išsireiškė kapelmeisteris tebenešiojąs tradicinis ūsas grojąs kornetapistonu","Škėma"
"8102","senutė apvilko juodas suknia gailestingos ponia pasiūti įvairiaspalvių skuduras nudažyti erzaciniais dažas žalsvos dėmė skaidrino miręs apdaras","Škėma"
"8103","karstas sukalti stalius rimšinis parinkęs mažiausia apipuvusias lenta gulėti nebaigtas barakas","Škėma"
"8104","didelis stovykla atvykti kunigas malonus drovus nusišypsąs išgirsdavo įprastinis keiksmą","Škėma"
"8105","reikėti žygiuotas dvejetas kilometras mažytis miestelis didingas pavadinimas","Škėma"
"8106","königshafen","Škėma"
"8107","būti vidudienis lietus nustoti lijęs","Škėma"
"8108","išsirikiavome","Škėma"
"8109","jaunas skautas povilėnas nešti kryžius","Škėma"
"8110","šiltas apvilktas kunigas bristi įsiavęs skolintas kaliošas","Škėma"
"8111","kinkavo liesas arklys kažkodėl riebus pilvu paprastas švabiško vežimo kratytis senutis","Škėma"
"8112","eiti orkestras išdidus dūda blizgėjimu","Škėma"
"8113","senutė neturėjo giminė todėl pirma eilė žygiuoti stovyklėlės pareigūnas aukštas žmogysta nulaikydavo prakalbas stebinti daugtaškių gausybė","Škėma"
"8114","kilometras eiti darnus tyla","Škėma"
"8115","dūda orkestras delsė","Škėma"
"8116","kapelmeisteris daug pasitikėti kolega sakytis kartas2 nustebinsiąs","Škėma"
"8117","tada pradėti lytėti","Škėma"
"8118","teškėjo vanduo veidas arklys autis aptaškyti nukryžiuotas skauto povilėno plaukęs vanduo klaneliai karstyti nugara teišsilaikydavo sekundė srovelytės tekėti žemyn","Škėma"
"8119","karstis būti plyšys platus apatinis dalis todėl lietus abejonė mirkė senutė suknia","Škėma"
"8120","senutė šlampa taryti vaidilioniui žingsniuoti prasmingas sučiauptomis lūpomis","Škėma"
"8121","nesityčiok iškošė vaidilionis","Škėma"
"8122","nemanau","Škėma"
"8123","šaltas oda šaltas vanduo","Škėma"
"8124","nejaukus jungtis","Škėma"
"8125","negroja jerichono orkestras","Škėma"
"8126","kapelmeisteris mostelėjo ranka grojikai išsitraukę žalia nosinis nušluostyti aprasojusias dūda","Škėma"
"8127","čiauptai žlagsėjo kunigas kaliošai","Škėma"
"8128","tebebuvo molėtas atrodyti pajusti įsiurbiančią žemėti trauka","Škėma"
"8129","lietus danga artėti miestelis bažnyčia bokštas","Škėma"
"8130","aplinkui suptis nugrimzdę laukas ankštas pasaulėlis bandyti išsiveržtas","Škėma"
"8131","dabar lietus tirpdyti erzacinius dažas","Škėma"
"8132","juodas skysčius dažyti nekaltos senutė oda","Škėma"
"8133","rezultatyvus efektas","Škėma"
"8134","laidotuvės juodas ženklas","Škėma"
"8135","dangus toleruoti žmogiškas simbolis","Škėma"
"8136","smarkus lyti palaidosime negrę","Škėma"
"8137","vaidilionis nusitverė petys","Škėma"
"8138","šlapias veidas būti kvailas įtūžimu","Škėma"
"8139","cyptelėjau","Škėma"
"8140","vaidilionis sušniokštė","Škėma"
"8141","būti paranoikas","Škėma"
"8142","vieta beprotnamy","Škėma"
"8143","nusivalyk nosis atsakyti","Škėma"
"8144","staiga uždūdavo orkestras","Škėma"
"8145","prieiti miestelis daržas vasarinis būdelė išsirikiuoti šlapias nuogume","Škėma"
"8146","chopinas skambėti visu klaikumu","Škėma"
"8147","naujokas pūtė dūda nepataikydami būgnas taktas grasinąsis kapelmeisterio lingavimą pusiaujas","Škėma"
"8148","kornetapistonas raižyti metras erdvelę aštrus melodija brūkšniai nykti čia","Škėma"
"8149","džiūsna baigia prispiaudyti klarnetą taryti pusbalsis","Škėma"
"8150","vaidilionis atitrūkti","Škėma"
"8151","chopinas pargriūti","Škėma"
"8152","lakuotas batelis sudrisko marškinis susilamdė netekti mezginiuotų rankogalių sutepė molis stilingas veidas garbanoti prisivėlė žvyras raudoti balsus","Škėma"
"8153","persišaldė","Škėma"
"8154","džiova","Škėma"
"8155","džiova lėtas","Škėma"
"8156","chopinas susirgti mirtinu plautis uždegimas","Škėma"
"8157","kartas2 išgyventi pasaulis galas taryti aukštas","Škėma"
"8158","žmogystai nulaikančiai prakalbas","Škėma"
"8159","žvilgterėkite kapelmeisterio ūsas","Škėma"
"8160","nulinko","Škėma"
"8161","ką ponas","Škėma"
"8162","paklausyti žmogysta","Škėma"
"8163","marche funébre geras laisvėti alėja","Škėma"
"8164","žymus valstybė vyras belaidojant","Škėma"
"8165","išmirkusiai senutė pakakti skautiškojo būgnelio","Škėma"
"8166","apsisukti grįžti stovykla","Škėma"
"8167","lietus lyti vakarė","Škėma"
"8168","velti sužinoti laidotuvininkai pasislėpti miestelis karčiamoje","Škėma"
"8169","išbūti valanda","Škėma"
"8170","rašyti","Škėma"
"8171","ilgus eilutė","Škėma"
"8172","smegenys griovys sruveno komplikuotas kokteilis","Škėma"
"8173","sėdėti guolis apatinėse kelnės drabužis džiūvo skalbykla","Škėma"
"8174","vedžioti strofą strofosmačiau puldinėjančias raidė geltonas pirštas švabisko tabakas maironio fotografija vaidilionio lova","Škėma"
"8175","vaizduotė pasistatyti totemą","Škėma"
"8176","nežinomas kareivis murkdoma senutis statulišku griežtumas koreguoti žodis","Škėma"
"8177","kažkur būti daug šviesa vaiskaus oras","Škėma"
"8178","praeitas laikas miestelis kautis atsigręžti","Škėma"
"8179","ilgus ieškoti paslėpti durys purkštoje siena","Škėma"
"8180","daug gumburėlių būti","Škėma"
"8181","daug","Škėma"
"8182","būti sąžiningas ilgus graibaliojau siena ieškodamas mygtukas","Škėma"
"8183","neradau nusilpau","Škėma"
"8184","sustirau užmaskuoti durys beliko aprašinėtas monotonius gauburėlius abstraktus pasikartojantį reljefas","Škėma"
"8185","numirti naivus stovyklėlės senutis mėgusi malda pasaulėlio santvarka","Škėma"
"8186","pašarvojo įgrūsti karstas dažytoje suknioje vežė lietus abuoją šlampančią","Škėma"
"8187","švabiškų laukas pilkumoje groteskiškoje laidotuvės eisenoje būti leistas krūptelti atsigręžtas","Škėma"
"8188","nekalta senutis spustelėjo vienai težinomą gauburiuką durys prasivėrė","Škėma"
"8189","dėkingumas nereikalaująs totemas ištiesti ranka rodyklė paklusnus įeiti puldinėjančių raidė lydimas","Škėma"
"8190","dirbti savaitė","Škėma"
"8191","vaidilionis netrukdė","Škėma"
"8192","persimesdavome būtinas sakinys","Škėma"
"8193","kartas2 pakaušy smilkinys kaktas justi tiriantį žvilgsnį","Škėma"
"8194","vaidilionis būti taktiškas","Škėma"
"8195","dažnas pašokdavau bandyti vaikščiotas lentiniame narvelis","Škėma"
"8196","vaidilionis išeiti du trys valanda būti","Škėma"
"8197","praslinkti savaitė tylėdamas valgyti žirnis sriuba konservinių katiliukų","Škėma"
"8198","pagalvė gulėti prirašytas lakštas","Škėma"
"8199","sūrus sriuba netikėtas pratarti vaidilionis","Škėma"
"8200","plaukyti glotniai sušukuotas kristi kaktas vadinamas nepaklusnia garbana rytas raitydavo tankus šukos","Škėma"
"8201","aliumininis šaukštelis žemdirbiškose ranka tebuvo titanas pasityčiojimas žaisliškos civilizacija","Škėma"
"8202","asketo veidas","Škėma"
"8203","šiandien matyti valus minia pagarba vidurių užkietėjimas mišinys","Škėma"
"8204","žirnis negeras","Škėma"
"8205","išpučia vidurius atsakyti","Škėma"
"8206","pradarysime langas","Škėma"
"8207","šiandien neberašai","Škėma"
"8208","vaidilionio žvilgsnis būti tyras","Škėma"
"8209","žvilgsnį naudoti estrada skaityti lyrinius eilėraštis","Škėma"
"8210","akis nekaltos šiandien","Škėma"
"8211","senutė palaidojome","Škėma"
"8212","nepalaidojai","Škėma"
"8213","teisingas","Škėma"
"8214","įamžinau","Škėma"
"8215","mechaniškas atsikelti ištraukti popierius lakštas paduoti vaidilioniui","Škėma"
"8216","skaityti","Škėma"
"8217","pirma redakcija","Škėma"
"8218","skaityti stebėti veidas","Škėma"
"8219","sučiaupė burna trafaretiniu įtempimu viršutinė lūpa išnykti","Škėma"
"8220","nusileisti šiurkštus tiesus blakstienai kalėjimas pinučiai","Škėma"
"8221","turėti užtiktas beviltišką klampojimą molėtu kelti dūda žviegimą purvinas chopiną lietus ramus šlapias išjuodintą senutė","Škėma"
"8222","tolimas šiaurė eiti kauno pastatyti","Škėma"
"8223","soboro drambliškos koja mindė sprunkančius šalis šančių namelis","Škėma"
"8224","šniokštė garvežiu raudonplytė katedra","Škėma"
"8225","pažaislio vienuolynu styroti sala","Škėma"
"8226","stovėti motina","Škėma"
"8227","ranka purvintis drobė gabalas išsiuvinėtas kryžiukais angelas archangelai","Škėma"
"8228","angelas kariuomenė prarastas kauno","Škėma"
"8229","naktis angelas byrėti žiežirbomis šviesus plaštakė įsmukdavo laisvėti alėja žibintas sparnas nutįsdavo ilgėti šešėlis užledėjusio cementas","Škėma"
"8230","eiti nebylus dūda orkestras","Škėma"
"8231","blizgėti mėnulis iššveistos dūda orkestras vesti velnias aksominis kelnės prisisiuvęs juosti nudažytą virvę","Škėma"
"8232","orkestras linguoti karstis nešti keturi švyturys sargas karstas sėdėti besišypsanti senutis","Škėma"
"8233","plaukyti pilnatis motina chopino mezginys žalia nemunas besišypsanti senutis","Škėma"
"8234","vaidilionis baigė","Škėma"
"8235","raumuo nekrustelėjo veidas","Škėma"
"8236","viršutinė lūpa tebebuvo išnykusi","Škėma"
"8237","grąžino popierius lakštas","Škėma"
"8238","pakišau antklodė","Škėma"
"8239","nusitvėriau konservinių katiliukų","Škėma"
"8240","eiti išplautas taryti","Škėma"
"8241","vaidilionis žvilgterėjo","Škėma"
"8242","pakilti kalėjimas pinučiai","Škėma"
"8243","pavadintas","Škėma"
"8244","ką reikšti","Škėma"
"8245","klausimas","Škėma"
"8246","norėti eilėraštis tebūti klausimas","Škėma"
"8247","tylėti žvangindamas katiliukais","Škėma"
"8248","lėkštė aprašytame orkestras","Škėma"
"8249","prastas reikalas","Škėma"
"8250","nepyk daug prastas kaune valdei","Škėma"
"8251","nenorėčiau tvirtintas pėda trūkumas reikšti poetas smukimas","Škėma"
"8252","žongliruoji vaizdas","Škėma"
"8253","prasmė","Škėma"
"8254","gudrumas neurastenijos lydimas","Škėma"
"8255","galėti išjungtas pažiūrą nevalus dabar rūpintas","Škėma"
"8256","reikti rūpintas tauta","Škėma"
"8257","nereikalauju epigonavimo","Škėma"
"8258","rašyti","Škėma"
"8259","neužmiršk intelektualinė neurastenija dekadansas tolygus","Škėma"
"8260","sklandus kalbėti","Škėma"
"8261","taškyti kableliai","Škėma"
"8262","nemokus stenografuoti","Škėma"
"8263","kitaip iškabinčiau žodis įsakymas lenta taryti nebežvangindamas katiliukais","Škėma"
"8264","stengies būti ironiškas","Škėma"
"8265","ironija priklausyti patologijai","Škėma"
"8266","matyti medis apaugęs šungrybiais","Škėma"
"8267","ironiškas","Škėma"
"8268","sveikti","Škėma"
"8269","vaidilionis atsargus paglostyti specialus garbaną","Škėma"
"8270","ranka kyboti pirštas kyboti svarsčiai katiliukai","Škėma"
"8271","susirasime teisėjas","Škėma"
"8272","siūbtelėjau katiliuku maironio fotografija","Škėma"
"8273","bijoti nuteisti","Škėma"
"8274","aktorė deklamuoja aktorius","Škėma"
"8275","reikti deklamuotas lietuvoje miškas","Škėma"
"8276","klausytųs pasiruošęs mirtis","Škėma"
"8277","patriotika būti ginklas","Škėma"
"8278","čia būti saugas gauti atlyginimas","Škėma"
"8279","nepadorus","Škėma"
"8280","vaidilionio tyrame žvilgsnyje blyksterėjo žaibukas","Škėma"
"8281","atsistoti","Škėma"
"8282","gerbti","Škėma"
"8283","technika","Škėma"
"8284","būti laisvas tėvynė","Škėma"
"8285","pakeisti vienintelę raidė","Škėma"
"8286","žūti laisvas tėvynė","Škėma"
"8287","technika nepalyginamas","Škėma"
"8288","žinti primeni vienas poetas","Škėma"
"8289","zuiką","Škėma"
"8290","prisimisti","Škėma"
"8291","cinikas","Škėma"
"8292","atsiprašyti","Škėma"
"8293","kvailas","Škėma"
"8294","netrukęs įtikėsi būti misionierius","Škėma"
"8295","laukti kambarys","Škėma"
"8296","laukti tučtuojau","Škėma"
"8297","suklykė vaidilionis","Škėma"
"8298","paleisti kairys katiliuką langas","Škėma"
"8299","išdaužyti drumzliną stiklas nukristi koja buvęs generolas žmona eiti šalis","Škėma"
"8300","paetai muūšasii","Škėma"
"8301","šaukti kiemas generolienė","Škėma"
"8302","vaidilionis išlėkti durys","Škėma"
"8303","prapliupau spazminiu isterišku juokas","Škėma"
"8304","stovėti lova užklotas žalia antklodė įspaustais užpakalis įdubimais","Škėma"
"8305","siena kaboti maironis","Škėma"
"8306","nueiti prausyklą mojuodamas konserviniu katiliuku","Škėma"
"8307","koridorius grūstis stovyklautoja","Škėma"
"8308","ilgus tirti daktaras nesurado pamišimas","Škėma"
"8309","išsikelti stovykla","Škėma"
"8310","antanas garšva šypsotis","Škėma"
"8311","keistas užrašyti dalykas","Škėma"
"8312","praleisti lygus svarbus","Škėma"
"8313","užmušiau žmogus norėti nusižudytas mušti išgyventi sąmonėti aukštas panemunė kauno ligoninė","Škėma"
"8314","išblukti","Škėma"
"8315","ką reikti prisimisti","Škėma"
"8316","žingsniuoti draugė","Škėma"
"8317","užliejau supančią aplinka žaliuoti toledo peizažas","Škėma"
"8318","priartinau perspektyva","Škėma"
"8319","juozapato pakalnė kambarys dydis","Škėma"
"8320","vaikystė jaunystė kambarys dydis","Škėma"
"8321","būti niūrus praeitis","Škėma"
"8322","pasirinkti metodas praeitis išsunkti elegišką liūdesys","Škėma"
"8323","tiesa mažti turėti žėručių","Škėma"
"8324","žėrėti","Škėma"
"8325","užakcentavau specialus požiūris realybė","Škėma"
"8326","daug būti duotas valanda galėti laimėtas","Škėma"
"8327","būti svarbus reikti susirūpinti","Škėma"
"8328","tada prisimisti ką būti praleidęs","Škėma"
"8329","toledo peizažas užlieti pasąmonė","Škėma"
"8330","žėručiai sumestas tamsiausiąją kertę","Škėma"
"8331","atridenti reikti raktelis užkritę spinti","Škėma"
"8332","reikti išsitiestas grindys įtemptas visą ištiesti ranka","Škėma"
"8333","turėti raktelis atrakinsiu spintas","Škėma"
"8334","dabar žiūrėti spintas neatrakinamumą neišsprendžiamas užuolaida","Škėma"
"8335","žvilgtersiu spintas vidų padėti visi dievas išspręsiu užuolaida","Škėma"
"8336","yea nebūti blogti","Škėma"
"8337","doleris išsineši","Škėma"
"8338","kartas2 gauti viršvalandžius","Škėma"
"8339","dirbti viršvalandžius","Škėma"
"8340","cigaretė","Škėma"
"8341","rūkysiu velti","Škėma"
"8342","keltuve uždraustas","Škėma"
"8343","kvailas dėžė","Škėma"
"8344","kvailokas","Škėma"
"8345","garšva įsidėti cigaretė kišenaitę","Škėma"
"8346","norėti būti laimingas gyventas norėti","Škėma"
"8347","up down doleris laimė","Škėma"
"8348","būti kontrargumentai","Škėma"
"8349","būna blogas","Škėma"
"8350","vėžys priverčiamosios stovykla kankinimas artimas mirtis","Škėma"
"8351","ką reikšti mylimas netekimas","Škėma"
"8352","netekti jonės prisimisti užvaldyti graudulys","Škėma"
"8353","graudulys trumpas trukti","Škėma"
"8354","savisauga instinktas skydas","Škėma"
"8355","išpažintis malonus gyventas laikas","Škėma"
"8356","šitaip nusigraudens elenos prisiminimas","Škėma"
"8357","rašyti","Škėma"
"8358","belieka džiaugtis","Škėma"
"8359","būti gyvas laisvas","Škėma"
"8360","absurdinis žmogus camus","Škėma"
"8361","būti","Škėma"
"8362","absurdinis žmogus pasikalbėti kristumi","Škėma"
"8363","irsu filosofas","Škėma"
"8364","galimas","Škėma"
"8365","filosofija mintis","Škėma"
"8366","tvarkoj","Škėma"
"8367","žiūrėti realybė medžiaga dvasus sukurti amžinybė","Škėma"
"8368","miršti žvilgterėjęs naujas gimęs sukurti naujas amžinybė","Škėma"
"8369","nesvarbus niekas nemylėsiu","Škėma"
"8370","filosofe spinoza","Škėma"
"8371","eiti gandas puolei filosofija prarasti mergina","Škėma"
"8372","tvarkoj","Škėma"
"8373","akis žiūronas žiūrima atvirkščias","Škėma"
"8374","pasaulis nutolti išryškėti","Škėma"
"8375","galėti priverstas akmuo dainuotas pavasaris","Škėma"
"8376","galėti paliepti tulpėms skambintas gregorianišką prisikėlimas","Škėma"
"8377","dangorėžio stogas mėnulis šviečiant stovėti šventas antanas žegnojasi lietuviškąją paskenduolę atvesti du nusižeminę kaukai apiplyšę besišypsą","Škėma"
"8378","šventas antanai padovanoti kelnytes šventas","Škėma"
"8379","stevenso tavernoje susirinkti vaikystė draugė mergaitė liepė šlapintis medinis puodelis žaisti svečias gerti arbata vaikinukas daužėme telegrafas stulpus","Škėma"
"8380","visos mylimas atvesti trys vyrus haremas žmona jonė ženia elena","Škėma"
"8381","kristas","Škėma"
"8382","pagarbus sutikti","Škėma"
"8383","atsiklaupsime bučiuosime rūbas kraštas","Škėma"
